Title,Overall_income,Budget,Rating,Genre,Languages,Countries,Countries_GDP
Kaizoku to yobareta otoko,15827405,0,,Drama,[],['Japan'],4230862000000.0
Kazoku Wa Tsuraiyo,15710608,0,,Comedy,['Japanese'],['Japan'],4230862000000.0
Familyhood,15582034,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Rokuyon: Kôhen,15570077,0,,,['Japanese'],['Japan'],4230862000000.0
Kang rinpoche,15441189,0,,Documentary,['Tibetan'],['China'],17700899000000.0
Three,15143255,0,,Action,"['Cantonese', 'English']","['China', 'Hong Kong']",18086445000000.0
Pitbull: Niebezpieczne Kobiety,15118739,0,,Action,['Polish'],['Poland'],842172000000.0
Médecin de campagne,14953945,0,,Drama,['French'],['France'],3049016000000.0
"Hello, My Name is Doris",14662703,1000000,R,Drama,['English'],['United States'],26949643000000.0
Sword Master,14630563,0,,Action,['Mandarin'],['China'],17700899000000.0
High & Low: The Movie,14590783,0,,Action,['Japanese'],['Japan'],4230862000000.0
¿Qué Culpa Tiene el Niño?,14536144,0,,Romantic Comedy,['Spanish'],['Mexico'],1811468000000.0
Pattaya,14452133,0,,Comedy,['French'],"['France', 'Thailand']",3561209000000.0
Ratchet and Clank,14365639,20000000,PG,Adventure,['English'],['United States'],26949643000000.0
"Boku wa Ashita, Kinou no Kimi to Dêto Suru",14352012,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Bibi & Tina: Mädchen gegen Jungs,14223864,0,,Adventure,['German'],['Germany'],4429838000000.0
Brice 3,14039310,0,,Comedy,['French'],['France'],3049016000000.0
Tri bogatyrya i Morskoy tsar,13816096,0,,Adventure,['Russian'],['Russia'],1862470000000.0
Rudorufu to Ippaiattena,13770279,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
I am a Hero,13756682,0,,Action,['Japanese'],['Japan'],4230862000000.0
Yolki 5,13716383,0,,Comedy,['Russian'],['Russia'],1862470000000.0
Too Young to Die,13699654,0,,,[],['Japan'],4230862000000.0
Ikari,13540842,0,,Thriller/Suspense,['Japanese'],['Japan'],4230862000000.0
Phantom of the Theater,13482888,0,,Thriller/Suspense,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Xin Da Tou Er Zi He Xiao Tou Ba Ba Zhi Yi Ri Cheng Cai,13375370,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Bai niao chao feng,13160000,0,G,Drama,[],['China'],17700899000000.0
Dad’s Army,13152386,0,,Comedy,['English'],['United Kingdom'],3332059000000.0
Hillary’s America: The Secret History of the Democratic Party,13099931,5000000,PG-13,Documentary,['English'],['United States'],26949643000000.0
Saraba Abunai Deka: Long Goodbye,13074758,0,,Action,['Japanese'],['Japan'],4230862000000.0
The Other Side of the Door,12905107,5000000,R,Horror,['English'],"['India', 'United Kingdom']",7064283000000.0
Seondal: The Man who Sells the River,12902072,0,,Action,['Korean'],['South Korea'],1709232000000.0
Loving,12898064,9000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Ozzy,12852439,0,G,Adventure,['English'],"['Canada', 'Spain']",3699859000000.0
Sing Street,12657072,0,PG-13,Musical,['English'],['Ireland'],589569000000.0
MBA Partners,12403537,0,G,Drama,[],['China'],17700899000000.0
The Man Who Knew Infinity,12382122,10000000,PG-13,Drama,['English'],"['India', 'United Kingdom']",7064283000000.0
No One’s Life Is Easy: So I Married an Anti-Fan,12194076,0,,Romantic Comedy,['Mandarin'],"['China', 'South Korea']",19410131000000.0
Chihayafuru Kaminoku,12116649,0,,,['Japanese'],['Japan'],4230862000000.0
Carrossel 2: O Sumiço de Maria Joaquina,11972853,0,,Comedy,['Portuguese'],['Brazil'],2126809000000.0
Xiao men shen,11902156,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
A Hologram for the King,11846010,35000000,R,Drama,['English'],['United States'],26949643000000.0
Myûjiamu,11757642,0,,Horror,['Japanese'],['Japan'],4230862000000.0
Tik Tok,11702016,0,G,Thriller/Suspense,"['Korean', 'Mandarin']","['China', 'South Korea']",19410131000000.0
Bokudake ga inai machi,11636849,0,,Drama,[],['Japan'],4230862000000.0
Zhi Wo Men Zhong Jiang Dao Lai De Ai Qing,11487632,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Shigatsu wa kimi no uso,11463297,0,,Musical,['Japanese'],['Japan'],4230862000000.0
Dağ 2,11378898,0,,Drama,['Turkish'],['Turkey'],1154600000000.0
Shut In,11360665,10000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
La Pazza Gioia,11327136,0,,Comedy,['Italian'],"['France', 'Italy']",5235098000000.0
Friend Request,11310835,9900000,R,Horror,['English'],['Germany'],4429838000000.0
Toni Erdmann,11301232,0,R,Comedy,['German'],['Germany'],4429838000000.0
A United Kingdom,11096020,0,PG-13,Drama,['English'],['United Kingdom'],3332059000000.0
Les Saisons,11053655,0,PG,Documentary,['French'],['France'],3049016000000.0
Villaviciosa de al lado,10739182,0,,Comedy,['Spanish'],['Spain'],1582054000000.0
Paterson,10727536,5000000,R,Comedy,['English'],['United States'],26949643000000.0
Mogura no uta: Hong Kong kyôsô-kyoku,10677009,0,,,[],['Japan'],4230862000000.0
Ookami shoujo to kuro ouji,10639039,0,,,[],['Japan'],4230862000000.0
Gosaigyô no Onna,10504345,0,,,['Japanese'],['Japan'],4230862000000.0
Kurosaki-kun no iinari ni nante naranai,10415892,0,,,['Japanese'],['Japan'],4230862000000.0
Hide and Seek,10315084,0,G,Thriller/Suspense,[],['China'],17700899000000.0
Ma vie de Courgette,10245743,8000000,PG-13,Adventure,['French'],"['France', 'Switzerland']",3954700000000.0
Sekai kara neko ga kietanara,10203996,0,,Drama,['Japanese'],['Japan'],4230862000000.0
The Perfect Match,10182050,5000000,R,Romantic Comedy,['English'],['United States'],26949643000000.0
The Beatles: Eight Days a Week,10090957,0,,Documentary,['English'],['United States'],26949643000000.0
Queen of Katwe,10055481,15000000,PG,Drama,['English'],['United States'],26949643000000.0
Tamjung Hong Gil-dong: Sarajin Ma-eul,10020965,0,,Action,['Korean'],['South Korea'],1709232000000.0
Aozora êru,10017253,0,,Drama,[],['Japan'],4230862000000.0
